Title,Oscar Status,Globes Status,Decade Released,Runtime (minutes),Box Office,Genre,Sub-Genre,Studio,Rotten Tomatoes (out of 100),IMDb (out of 100),Metacritic (out of 100),Director,Starring,Release Date,Budget,Domestic Gross,Worldwide Gross,Total Gross,Net Gross,remake,Cast Strength,Director Strength,Total Status,total score
The Magnificent Seven,0,0,1960-1969,128,4905000,Western,,United Artists,88,770,74,John Sturges,"Yul Brynner, Eli Wallach, Steve McQueen, Charles Bronson, Robert Vaughn, Brad Dexter, James Coburn, Horst Buchholz",9/12/2016,900000000,934326550,1621226420,2555552970,1655552970,0,0,0,0,239
Scott Pilgrim vs. the World,0,0,2010-2019,112,48000000,Comic Book,,"Universal Pictures, Relativity Media",82,750,69,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Ellen Wong, Kieran Culkin, Alison Pill, Mark Webber, Johnny Simmons, Jason Schwartzman",8/12/2010,850000000,329513100,492458420,821971520,-28028480,0,0,0,0,226
Memoirs of a Geisha,0,0,2000-2009,146,162242962,"Drama, Romance",Romantic Drama,"DreamWorks Pictures, Amblin",35,740,54,Rob Marshall,"Suzuka Ohgo, Togo Igawa, Mako, Samantha Futerman, Elizabeth Sung, Thomas Ikeda, Gong Li, Tsai Chin",12/9/2005,850000000,570108530,1615108530,2185217060,1335217060,0,0,1,0,163
Hotel Transylvania,0,0,2010-2019,91,358375603,Animation,Kids & Family,"Sony Pictures, Columbia Pictures",44,710,47,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade",9/27/2012,850000000,1483130480,3781194690,5264325170,4414325170,0,0,0,0,162
Shazam!,0,0,2010-2019,132,363533271,Comic Book,,"DC, Warner Bros, Seven Bucks Productions",90,710,71,David F. Sandberg,"Zachary Levi, Asher Angel, Mark Strong, Jack Dylan Grazer, Adam Brody, Faithe Herman, Meagan Good, Grace Fulton",4/3/2019,850000000,1403716560,3635639070,5039355630,4189355630,0,0,0,0,232
xXx: Return of Xander Cage,0,0,2010-2019,107,346147658,"Action, Thriller","Action Thriller, Sequel",Paramount Pictures,45,520,42,D.J. Caruso,"Vin Diesel, Ruby Rose, Tony Jaa, Rory McCann, Deepika Padukone, Donnie Yen, Kris Wu, Nina Dobrev",1/19/2017,850000000,448984130,3450333590,3899317720,3049317720,0,0,0,0,139
Fantastic Four,0,0,2000-2009,106,333535934,Comic Book,,Marvel,27,570,40,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Hamish Linklater, Kerry Washington, Laurie Holden",7/8/2005,875000000,1546960800,3331327500,4878288300,4003288300,0,0,0,0,124
Twister,0,0,1990-1999,113,494471524,"Disaster, Thriller","Action Thriller, Disaster & Apocalypse","Warner Bros, Amblin",57,640,68,Jan de Bont,"Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz, Philip Seymour Hoffman, Lois Smith, Alan Ruck, Sean Whalen",5/10/1996,880000000,2416883850,4957000000,7373883850,6493883850,0,0,0,0,189
The Predator,0,0,2010-2019,107,160542134,Action,"Monsters & Creatures, Action Thriller, Sequel",20th Century Studios,33,540,48,Shane Black,"Boyd Holbrook, Olivia Munn, Keegan-Michael Key, Thomas Jane, Sterling K. Brown, Alfie Allen, Trevante Rhodes, Jake Busey",9/11/2018,880000000,510247080,1594875630,2105122710,1225122710,0,0,0,0,135
Sonic the Hedgehog 2,0,0,2020-2029,122,401800000,Adventure,"Video Game, Sequel",Paramount Pictures,,,,Jeff Fowler,"James Marsden, Ben Schwartz, Tika Sumpter, Natasha Rothwell, Adam Pally, Shemar Moore, Colleen O'Shaughnessey, Lee Majdoub",3/30/2022,900000000,1908729040,4051544260,5960273300,5060273300,0,0,0,0,
Atlantis: The Lost Empire,0,0,2000-2009,95,186053725,Animation,Kids & Family,Disney,49,690,52,Gary Trousdale,"Michael J. Fox, Cree Summer, James Garner, Claudia Christian, Phil Morris, Leonard Nimoy, John Mahoney, Corey Burton",6/8/2001,900000000,840527620,1860490200,2701017820,1801017820,0,0,0,0,170
The Haunted Mansion,0,0,2000-2009,88,182290266,Fantasy,Kids & Family,Disney,14,500,34,Rob Minkoff,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason, Jennifer Tilly, Dina Spybey-Waters, Wallace Shawn, Marc John Jefferies",11/26/2003,900000000,758179940,1557506280,2315686220,1415686220,0,0,0,0,98
Alvin and The Chipmunks: Road Chip,0,0,2010-2019,92,233755553,Animation,Kids & Family,20th Century Studios,15,500,33,Walt Becker,"Jason Lee, Justin Long, Bella Thorne, Matthew Gray Gubler, Jesse McCartney, Kaley Cuoco, Kimberly Williams-Paisley, Anna Faris",12/18/2015,900000000,858869870,2495179560,3354049430,2454049430,0,0,0,0,98
What Lies Beneath,0,0,2000-2009,130,291420351,Horror,Mystery & Suspense,DreamWorks Pictures,46,660,51,Robert Zemeckis,"Harrison Ford, Michelle Pfeiffer, Diana Scarwid, James Remar, Miranda Otto, Ray Baker, Wendy Crewson, Amber Valletta",7/21/2000,900000000,1554643510,2886939890,4441583400,3541583400,0,0,2,0,163
The Three Musketeers,0,0,1990-1999,105,53898845,Adventure,Kids & Family,"Disney, Buena Vista Pictures",28,640,43,Stephen Herek,"Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Charlie Sheen, Tim Curry, Rebecca De Mornay, Paul McGann, Gabrielle Anwar",10/21/2011,900000000,203779130,1398779130,1602558260,702558260,0,0,0,0,135
King Arthur,0,0,2000-2009,126,203567857,Adventure,Sword & Sandal,"Buena Vista Pictures, Touchstone Pictures, Jerry Bruckheimer Films",31,630,46,Antoine Fuqua,"Clive Owen, Ioan Gruffudd, Keira Knightley, Mads Mikkelsen, Joel Edgerton, Hugh Dancy, Ray Winstone, Stephen Dillane",7/7/2004,900000000,518779630,2036535240,2555314870,1655314870,0,0,0,0,140
You Don't Mess with the Zohan,0,0,2000-2009,113,204313400,Comedy,Raunchy & Sex Humor,"Happy Madison, Columbia Pictures",37,550,54,Dennis Dugan,"Adam Sandler, Emmanuelle Chriqui, John Turturro, Nick Swardson, Lainie Kazan, Rob Schneider, Kevin Nealon, Mariah Carey",6/6/2008,900000000,1000188370,2029109910,3029298280,2129298280,0,0,0,0,146
Charlie's Angels,0,0,2010-2019,118,73279888,Action,"Action Comedy, Sequel",Sony Pictures,52,470,52,Elizabeth Banks,"Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks, Patrick Stewart, Djimon Hounsou, Sam Claflin, Jonathan Tucker",11/3/2000,900000000,1253055450,2597360900,3850416350,2950416350,0,0,0,0,151
DC League of Super-Pets,0,0,2020-2029,105,203000000,"Comic Book, Animation",,"DC, Warner Bros",,,,Jared Stern,"Dwayne Johnson, Kevin Hart, John Krasinski, Keanu Reeves, Kate McKinnon, Vanessa Bayer, Natasha Lyonne, Diego Luna",7/27/2022,900000000,936571170,2038915890,2975487060,2075487060,0,0,0,0,
Conan the Barbarian (2011),0,0,2010-2019,113,63523283,Fantasy,Sword & Sandal,Lionsgate,25,52,36,Marcus Nispel,"Jason Momoa, Stephen Lang, Rachel Nichols, Ron Perlman, Rose McGowan, Bob Sapp, Leo Howard, Steven O'Donnell",8/19/2011,900000000,212950210,633561330,846511540,-53488460,1,0,0,0,66.2
Rush Hour 2,0,0,2000-2009,90,347325802,Crime,"Action Comedy, Sequel",Warner Bros,52,660,48,Brett Ratner,"Jackie Chan, Chris Tucker, John Lone, Zhang Ziyi, Roselyn Sánchez, Alan King, Harris Yulin, Kenneth Tsang",8/3/2001,900000000,2261642860,3474258320,5735901180,4835901180,0,0,0,0,166
Percy Jackson: Sea of Monsters,0,0,2010-2019,106,199850315,Fantasy,"Witches & Wizards, Young Adult, Sequel",20th Century Studios,42,580,39,Thor Freudenthal,"Logan Lerman, Alexandra Daddario, Brandon T. Jackson, Douglas Smith, Leven Rambin, Jake Abel, Katelyn Mager, Grey Damon",8/7/2013,900000000,685595540,2008595540,2694191080,1794191080,0,0,0,0,139
Jumanji: Welcome to the Jungle,0,0,2010-2019,119,962102237,Adventure,"Action Adventure, Sequel","Sony Pictures, Seven Bucks Productions",76,690,58,Jake Kasden,"Karen Gillan, Jack Black, Dwayne Johnson, Kevin Hart, Nick Jonas, Bobby Cannavale, Rhys Darby, Alex Wolff",12/20/2017,900000000,4045089160,9616328070,13661417230,12761417230,0,0,0,0,203
Collateral Damage,0,0,2000-2009,108,78382433,"Action, Thriller",Action Thriller,Warner Bros,19,550,33,Andrew Davis,"Arnold Schwarzenegger, Francesca Neri, Elias Koteas, Cliff Curtis, John Leguizamo, John Turturro, Jsu Garcia, Tyler Posey",2/8/2002,850000000,400483320,783535080,1184018400,334018400,0,0,0,0,107
Horton Hears a Who!,0,0,2000-2009,86,298572799,Animation,Kids & Family,"Blue Sky Animation, 20th Century Studios",79,680,71,Jimmy Hayward,"Jim Carrey, Steve Carell, Carol Burnett, Will Arnett, Seth Rogen, Dan Fogler, Isla Fisher, Jonah Hill",3/14/2008,850000000,1545294390,2994778860,4540073250,3690073250,0,0,0,0,218
The Core,0,0,2000-2009,136,74208267,"Disaster, Thriller","Sci-Fi Thriller, Disaster & Apocalypse",Paramount Pictures,40,550,48,Jon Amiel,"Aaron Eckhart, Hilary Swank, Delroy Lindo, Stanley Tucci, Tchéky Karyo, DJ Qualls, Richard Jenkins, Bruce Greenwood",3/28/2003,850000000,311112600,741207920,1052320520,202320520,0,0,0,0,143
The Fast and the Furious: Tokyo Drift,0,0,2000-2009,104,158468292,Action,"Fast Cars & Getaways, Sequel","Universal Pictures, Relativity Media",37,600,45,Justin Lin,"Lucas Black, Nathalie Kelley, Sung Kang, Shad Moss, Brian Tee, Leonardo Nam, Brian Goodman, Zachery Ty Bryan",6/15/2006,850000000,626155100,1577942050,2204097150,1354097150,0,0,0,0,142
Lost in Space,0,0,1990-1999,130,136159423,Sci-Fi,Family Comedy,New Line Cinema,28,520,42,Stephen Hopkins,"Gary Oldman, William Hurt, Matt LeBlanc, Mimi Rogers, Heather Graham, Lacey Chabert, Jack Johnson, Jared Harris",4/3/1998,800000000,691176290,1360473170,2051649460,1251649460,0,0,0,0,122
The Secret Life of Pets 2,0,0,2010-2019,86,155152550,Animation,"Kids & Family, Sequel","Illumination, Universal Pictures",60,650,55,Chris Renaud,"Patton Oswalt, Kevin Hart, Harrison Ford, Eric Stonestreet, Jenny Slate, Tiffany Haddish, Lake Bell, Dana Carvey",5/24/2019,800000000,1592144200,4464499080,6056643280,5256643280,0,0,0,0,180
The Mummy (1999),0,0,1990-1999,124,415885488,Fantasy,Action Adventure,Universal Pictures,60,70,48,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo, Patricia Velásquez, Kevin J. O'Connor, Jonathan Hyde, Oded Fehr",5/7/1999,800000000,1571385350,4181385350,5752770700,4952770700,1,0,0,0,115
The Last Witch Hunter,0,0,2010-2019,106,146936910,Fantasy,Sword & Sandal,Lionsgate,18,600,34,Breck Eisner,"Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson, Rena Owen, Julie Engelbrecht, Michael Caine, Joseph Gilgun",10/21/2015,800000000,273676600,1308189120,1581865720,781865720,0,0,0,0,112
Bedtime Stories,0,0,2000-2009,99,212874864,Comedy,Kids & Family,Disney,26,600,33,Adam Shankman,"Adam Sandler, Keri Russell, Guy Pearce, Courteney Cox, Lucy Lawless, Carmen Electra, Jonathan Pryce, Richard Griffiths",12/25/2008,800000000,1101019750,2214689350,3315709100,2515709100,0,0,0,0,119
Smallfoot,0,0,2010-2019,96,,Adventure,Kids & Family,Warner Bros,75,660,60,Karey Kirkpatrick,"Channing Tatum, James Corden, Zendaya, Common, LeBron James, Danny DeVito, Gina Rodriguez, Yara Shahidi",9/21/2018,800000000,832401030,2142441950,2974842980,2174842980,0,0,0,0,201
Walking With Dinosaurs,0,0,2010-2019,87,126546518,Adventure,Kids & Family,20th Century Studios,23,520,37,Barry Cook,"Charlie Rowe, Justin Long, Karl Urban, Angourie Rice, John Leguizamo, Skyler Stone, Tiya Sircar, Clay Savage",12/20/2013,800000000,360761210,1233688420,1594449630,794449630,0,0,0,0,112
Lilo and Stitch,0,0,2000-2009,85,145771527,Animation,Kids & Family,Disney,86,720,73,Dean DeBois & Chris Sanders,"Chris Sanders, Daveigh Chase, Tia Carrere, David Ogden Stiers, Kevin McDonald, Ving Rhames, Kevin Michael Richardson, Jason Scott Lee",6/21/2002,800000000,1457715270,2457999970,3915715240,3115715240,0,0,0,0,231
Space Jam,0,0,1990-1999,88,250200000,"Comedy, Sports",Kids & Family,Warner Bros,43,640,59,Joe Pytka,"Michael Jordan, Wayne Knight, Billy West, Dee Bradley Baker, Theresa Randle, Danny DeVito, Brandon Hammond, Larry Bird",11/15/1996,800000000,904635340,2501803840,3406439180,2606439180,0,0,0,0,166
Little Nicky,0,0,2000-2009,90,58292295,Fantasy,Dark Comedy,"Happy Madison, New Line Cinema",22,530,38,Steven Brill,"Adam Sandler, Patricia Arquette, Harvey Keitel, Rhys Ifans, Tom 'Tiny' Lister Jr., Rodney Dangerfield, Allen Covert, Peter Dante",11/10/2000,800000000,394428710,582703910,977132620,177132620,0,0,0,0,113
The Wild,0,0,2000-2009,94,37384046,Animation,Kids & Family,Disney,50,530,47,Steve Williams,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind, Greg Cipes, Colin Hay",4/14/2006,800000000,373840460,990106670,1363947130,563947130,0,0,0,0,150
Pompeii,0,0,2010-2019,105,117831631,Action,War,"TriStar Pictures, FilmDistrict",27,550,39,Paul W.S. Anderson,"Kit Harington, Carrie-Anne Moss, Emily Browning, Adewale Akinnuoye-Agbaje, Jessica Lucas, Jared Harris, Joe Pingue, Kiefer Sutherland",2/21/2014,800000000,231690330,1084690330,1316380660,516380660,0,0,0,0,121
Mighty Joe Young,0,0,1990-1999,114,,Adventure,Kids & Family,Disney,55,560,51,Ron Underwood,"Charlize Theron, Rade Šerbedžija, Bill Paxton, Regina King, Peter Firth, Naveen Andrews, David Paymer, Robert Wisdom",12/25/1998,800000000,506320370,506320370,1012640740,212640740,0,0,0,0,162
Looney Tunes: Back in Action,0,0,2000-2009,93,68514844,Animation,Kids & Family,Warner Bros,56,570,64,Joe Dante,"Casey Kasem, Heather Locklear, Brendan Fraser, Joan Cusack, Jenna Elfman, Steve Martin, Timothy Dalton, Ron Perlman",11/14/2003,800000000,209508200,545406620,754914820,-45085180,0,0,0,0,177
Alvin and the Chipmunks: Chipwrecked,0,0,2010-2019,87,342695435,Animation,Kids & Family,20th Century Studios,12,430,24,Mike Mitchell,"Jason Lee, David Cross, Jenny Slate, Andy Buckley, Justin Long, Matthew Gray Gubler, Jesse McCartney, Amy Poehler",12/14/2011,800000000,1331073890,3490885230,4821959120,4021959120,0,0,0,0,79
The Pink Panther,0,0,2000-2009,93,158851357,Comedy,"Police & Detectives, Remake",MGM Studios,21,570,38,Shawn Levy,"Steve Martin, Kevin Kline, Jean Reno, Beyoncé Knowles, Emily Mortimer, Henry Czerny, Kristin Chenoweth, Roger Rees",2/10/2006,800000000,822264740,1589264740,2411529480,1611529480,0,0,0,0,116
The Boss Baby: Family Business,0,0,2020-2029,140,,Animation,"Kids & Family, Sequel","Universal Pictures, DreamWorks Animation",,,,Tom McGrath,"Alec Baldwin, James Marsden, Jeff Goldblum, Eva Longoria, Lisa Kudrow, Jimmy Kimmel, Amy Sedaris, Ariana Greenblatt",7/1/2021,820000000,573002800,1462817320,2035820120,1215820120,0,0,0,0,
Hellboy II: The Golden Army,0,0,2000-2009,120,160388063,Comic Book,Sequel,"Dark Horse, Universal Pictures, Relativity Media",86,700,78,Guillermo del Toro,"Ron Perlman, Selma Blair, Doug Jones, John Alexander, Seth MacFarlane, Luke Goss, Anna Walton, Jeffrey Tambor",7/11/2008,825000000,759865030,1603880630,2363745660,1538745660,0,0,0,0,234
The Nutty Professor II: The Klumps,0,0,2000-2009,106,123307945,Comedy,"Buddies & Screwballs, Sequel","Universal Pictures, Imagine Entertainment",26,440,38,Peter Segal,"Eddie Murphy, Janet Jackson, Larry Miller, John Ales, Richard Gant, Anna Maria Horsford, Melinda McGraw, Jamal Mixon",7/28/2000,840000000,1233079450,1663079450,2896158900,2056158900,0,0,0,0,108
Scooby-Doo,0,0,2000-2009,88,275650703,Comedy,Kids & Family,Warner Bros,30,510,35,Raja Gosnell,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard, Linda Cardellini, Rowan Atkinson, Neil Fanning, Isla Fisher, Miguel A. Núñez, Jr.",6/14/2002,840000000,1532941640,2762941640,4295883280,3455883280,0,0,0,0,116
Arthur Christmas,0,0,2010-2019,97,,Animation,"Kids & Family, Christmas","Aardman Animation, Columbia Pictures, Sony Pictures",92,710,69,Sarah Smith,"James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent, Imelda Staunton, Ashley Jensen, Marc Wootton, Laura Linney",11/11/2011,850000000,464624690,1477994000,1942618690,1092618690,0,0,0,0,232
Mulan (2020),0,0,2020-2029,115,,Adventure,"Kids & Family, Remake",Disney,82,26,68,Niki Caro,"Liu Yifei, Donnie Yen, Gong Li, Jet Li, Jason Scott Lee, Yoson An, Tzi Ma, Rosalind Chao",6/19/1998,900000000,1206202540,3035000000,4241202540,3341202540,1,0,0,0,152.6
The Girl With the Dragon Tattoo,0,0,2010-2019,158,232617430,"Crime, Thriller","Mystery & Suspense, Crime Thriller",MGM Studios,86,780,71,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan Skarsgård, Steven Berkoff, Robin Wright, Yorick van Wageningen, Joely Richardson",12/20/2011,900000000,1025157930,2393739700,3418897630,2518897630,0,0,2,0,235
The Patriot,0,0,2000-2009,165,215294342,Action,War,Sony Pictures,61,720,63,Roland Emmerich,"Mel Gibson, Heath Ledger, Logan Lerman, René Auberjonois, Joely Richardson, Jason Isaacs, Chris Cooper, Lisa Brenner",6/28/2000,1100000000,1133303420,2153000000,3286303420,2186303420,0,0,0,0,196
Live Free or Die Hard,0,0,2000-2009,128,383531464,"Action, Thriller","Action Thriller, Sequel",20th Century Studios,82,710,69,Len Wiseman,"Bruce Willis, Justin Long, Timothy Olyphant, Cliff Curtis, Maggie Q, Mary Elizabeth Winstead, Kevin Smith, Christina Chang",6/27/2007,1100000000,1345294030,3822881470,5168175500,4068175500,0,0,0,0,222
Land of the Lost,0,0,2000-2009,102,68688831,Adventure,Action Adventure,"Universal Pictures, Relativity Media",26,530,32,Brad Silberling,"Will Ferrell, Anna Friel, Danny McBride, Jorma Taccone, John Boylan, Matt Lauer, Bobb'e J. Thompson, Sierra McCormick",6/5/2009,1000000000,494383700,695486410,1189870110,189870110,0,0,0,0,111
Wonder Park,0,0,2010-2019,86,119559110,Animation,Kids & Family,Nickelodeon Movies,34,580,45,Dylan Brown,"Sofia Mali, Jennifer Garner, Ken Hudson Campbell, Kenan Thompson, Mila Kunis, John Oliver, Ken Jeong, Norbert Leo Butz",3/15/2019,1000000000,452167930,1151033250,1603201180,603201180,0,0,0,0,137
Mortal Engines,0,0,2010-2019,129,83672673,Fantasy,Disaster & Apocalypse,Universal Pictures,26,610,44,Christian Rivers,"Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae, Ronan Raftery, Leila George, Patrick Malahide, Stephen Lang",12/5/2018,1000000000,159510400,854819040,1014329440,14329440,0,0,0,0,131
Harry Potter and the Chamber of Secrets,0,0,2000-2009,161,876688482,Fantasy,"Witches & Wizards, Young Adult, Sequel",Warner Bros,83,740,63,Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, Kenneth Branagh, John Cleese, Robbie Coltrane, Warwick Davis, Richard Griffiths",11/15/2002,1000000000,2622333810,8749542280,11371876090,10371876090,0,0,0,0,220
Gladiator,2,2,2000-2009,155,460583960,Drama,Sword & Sandal,DreamWorks Pictures,77,850,67,Ridley Scott,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield",5/4/2000,1030000000,1876838050,4516835990,6393674040,5363674040,0,0,0,4,229
Starship Troopers,0,0,1990-1999,129,121214377,Sci-Fi,Alien Invasion,Sony Pictures,64,720,51,Paul Verhoeven,"Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey, Neil Patrick Harris, Clancy Brown, Michael Ironside, Patrick Muldoon",11/7/1997,1050000000,547689520,1210999560,1758689080,708689080,0,0,0,0,187
The Princess and the Frog,1,0,2000-2009,98,270997378,Animation,Kids & Family,Disney,85,710,73,Ron Clements,"Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings, Peter Bartlett, Jenifer Lewis",11/25/2009,1050000000,1044008990,2709973780,3753982770,2703982770,0,0,0,1,229
"10,000 B.C.",0,0,2000-2009,109,266000000,Adventure,Action Adventure,"Warner Bros, Legendary Pictures",8,510,34,Roland Emmerich,"Steven Strait, Camilla Belle, Cliff Curtis, Nathanael Baring, Mo Zinal, Affif Ben Badra, Mona Hammond, Marco Khan",3/7/2008,1050000000,947842010,2690656780,3638498790,2588498790,0,0,0,0,93
Stuart Little,0,0,1990-1999,84,300135367,Adventure,Kids & Family,Sony Pictures,67,590,61,Rob Minkoff,"Michael J. Fox, Chazz Palminteri, Nathan Lane, Geena Davis, Hugh Laurie, Jonathan Lipnicki, David Alan Grier, Steve Zahn",12/17/1999,1050000000,1400152240,2988152240,4388304480,3338304480,0,0,0,0,187
Ali,0,0,2000-2009,157,87713825,"Drama, Sports",,Sony Pictures,68,680,65,Michael Mann,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles, Ron Silver, Jeffrey Wright, Mykelti Williamson, Jada Pinkett Smith",12/25/2001,1090000000,581839660,876839660,1458679320,368679320,0,0,0,0,201
300: Rise of an Empire,0,0,2010-2019,102,337580051,Action,War,"Warner Bros, Legendary Pictures",44,620,48,Noam Murro,"Sullivan Stapleton, Eva Green, Lena Headey, Callan Mulvey, David Wenham, Rodrigo Santoro, Jack O'Connell, Andrew Tiernan",3/7/2014,1100000000,1065800510,3307800510,4373601020,3273601020,0,0,0,0,154
Lara Croft: Tomb Raider - The Cradle of Life,0,0,2000-2009,117,160099222,Adventure,"Video Game, Sequel",Paramount Pictures,24,550,43,Jan de Bont,"Angelina Jolie, Gerard Butler, Noah Taylor, Djimon Hounsou, Til Schweiger, Simon Yam, Daniel Caltagirone, Fabiano Martell",7/25/2003,900000000,656537580,1570929430,2227467010,1327467010,0,0,0,0,122
Men in Black: International,0,0,2010-2019,115,252608480,Sci-Fi,"Alien Invasion, Sequel","Sony Pictures, Amblin",23,560,38,F. Gary Gray,"Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson, Rafe Spall, Emma Thompson, Liam Neeson, Laurent Bourgeois",6/12/2019,1100000000,800018070,2543100030,3343118100,2243118100,0,0,0,0,117
